"Wage","Education","Experience"
403.61,15,20
617.28,16,14
315.82,14,7
522.32,12,6
629.63,13,34
332.38,13,31
605.41,17,2
197.53,13,16
481.72,10,16
488.68,18,7
474.83,12,21
830.96,12,49
712.25,15,39
1068.38,18,7
445.41,16,10
878.44,13,26
555.56,16,38
797.33,12,25
298.43,12,3
830.96,12,13
225.7,12,6
854.7,16,4
522.32,12,43
617.28,13,18
493.83,12,14
474.83,15,29
486.42,8,41
830.96,14,12
284.9,12,16
356.13,12,2
474.83,10,34
231.48,12,46
197.53,13,0
150.89,11,1
1452.43,18,13
237.42,14,2
712.25,16,15
857.34,11,40
670.96,12,27
308.64,12,6
705.7,12,44
153.42,14,0
688.51,10,45
214.25,14,1
237.42,12,6
415.48,8,8
427.35,12,3
432.1,4,27
474.83,14,8
593.54,4,47
759.73,12,18
332.38,12,28
145.06,11,8
569.8,16,20
1543.21,14,19
261.16,10,47
332.38,14,11
332.38,8,43
284.9,12,8
522.32,16,5
712.25,14,16
520.99,10,29
902.18,18,10
866.57,12,45
522.32,10,17
1234.57,16,15
759.73,16,8
925.93,12,19
997.15,14,10
1044.63,13,12
641.03,12,21
324.89,10,13
552.26,10,32
593.54,12,14
617.28,13,7
237.42,12,2
617.28,13,0
142.45,14,14
593.54,12,32
231.48,12,4
890.31,16,17
949.67,16,18
783.4,12,23
284.9,12,11
232.67,12,3
379.87,9,42
847.25,17,16
569.8,13,8
1234.57,18,32
356.13,13,4
113.17,13,-1
1621.88,16,9
664.77,12,37
356.13,13,18
394.28,6,31
197.53,12,6
547.24,12,35
664.77,14,6
759.73,12,10
688.51,12,20
427.35,12,5
356.13,10,23
830.96,12,17
878.44,11,15
785.63,11,30
427.35,16,3
1666.67,16,23
518.52,14,0
949.67,18,36
949.67,12,17
320.51,16,11
593.54,15,29
379.87,12,47
807.22,16,19
895.06,12,20
1020.89,18,20
308.64,14,0
664.77,18,13
370.37,12,44
1068.38,18,19
850.97,18,8
530.3,14,23
339.51,12,0
630.42,10,47
284.9,16,19
735.99,14,13
712.25,18,16
1258.31,16,17
246.91,12,28
641.03,12,22
544.8,14,13
356.13,12,7
641.03,14,17
322.89,12,19
902.18,12,16
4748.34,12,34
807.22,12,25
1068.38,16,9
759.73,12,14
474.83,12,21
522.32,14,32
569.8,12,33
474.83,12,43
830.96,12,32
296.3,14,6
470.31,12,16
356.13,12,30
278.38,11,18
854.7,12,13
830.96,12,11
546.06,12,16
448.93,14,13
403.61,12,35
427.35,12,30
830.96,18,10
458.21,18,11
949.67,16,2
664.77,12,13
1481.48,12,5
246.91,9,34
819.09,15,17
759.73,16,12
593.54,12,28
664.77,16,15
647.52,14,24
254.32,14,0
363.11,10,25
830.96,12,23
569.8,12,20
593.54,16,8
546.06,0,43
285.13,13,6
284.9,10,12
395.06,10,13
474.83,12,6
593.54,18,2
783.48,16,13
451.09,12,11
189.93,13,5
822.17,12,19
427.35,12,11
771.6,12,23
776.09,14,11
997.15,12,8
394.01,8,41
314.69,9,23
617.28,13,23
420.88,12,17
403.12,8,31
569.8,16,4
617.28,18,18
189.93,12,42
641.03,12,23
593.54,16,5
949.67,12,13
712.25,14,26
153.13,14,4
280.58,13,1
712.25,14,16
1187.08,16,13
949.67,17,12
593.54,10,32
346.91,10,42
593.54,14,28
429.72,12,6
593.54,12,13
617.28,11,38
712.25,15,11
467.71,12,31
474.83,8,26
759.73,16,25
1139.6,18,3
1543.21,13,42
617.28,16,14
522.32,9,50
487.82,12,15
1234.57,16,5
985.28,18,17
1068.38,17,15
493.83,14,3
1305.79,18,30
641.03,14,21
902.18,12,9
666.67,11,48
1187.08,14,21
759.73,13,30
760.97,12,18
679.01,15,8
2018.04,16,14
554.3,12,22
403.61,12,24
1899.34,16,12
498.58,13,9
543.21,12,9
258.78,14,17
567.9,8,31
716.05,16,22
1661.92,16,9
1899.34,18,25
1424.5,14,32
474.83,12,5
164.61,13,0
493.83,12,6
296.77,12,2
151.95,12,4
735.99,16,10
474.83,11,37
641.98,12,35
830.96,16,28
623.77,12,46
546.06,14,4
1320.04,12,31
664.77,16,7
854.7,12,24
289.65,8,13
1020.89,16,18
641.03,14,17
783.48,12,10
569.8,12,19
593.54,12,7
949.67,14,11
712.25,12,42
1187.08,18,32
669.52,16,6
403.61,14,5
237.42,7,50
522.32,12,20
1543.21,16,14
693.26,16,6
427.35,12,45
1115.86,16,29
712.25,16,25
316.95,12,13
319.03,13,0
688.51,16,11
593.54,13,10
546.06,17,8
368,12,6
1044.63,16,13
949.67,12,47
432.1,10,13
414.39,12,27
2469.11,18,29
1187.08,14,33
546.06,14,12
1661.92,18,19
593.54,16,5
408.36,12,16
1899.34,18,19
1187.08,14,33
1068.38,12,39
973.41,10,32
740.74,14,25
505.87,16,35
332.38,16,44
1163.34,12,8
807.22,16,9
154.32,16,4
403.61,18,22
434.83,13,11
897.6,18,26
1032.1,12,15
1377.02,18,33
451.09,8,37
308.64,11,6
345.68,12,23
1282.05,18,22
749.98,13,32
783.48,12,23
2992.51,17,12
902.18,12,23
727.28,17,6
1044.63,15,10
451.09,12,14
498.58,12,25
688.51,12,22
546.06,12,11
296.3,10,7
783.48,12,26
742.21,16,12
403.61,8,50
1234.57,12,26
2057.61,16,20
783.48,11,44
451.09,12,40
726.22,4,28
712.25,12,42
603.04,12,9
474.83,12,38
1068.38,12,35
177.13,14,17
617.28,10,9
664.77,12,19
470.31,10,6
166.19,11,4
555.07,9,45
2018.04,16,17
546.06,14,3
403.61,10,38
1187.08,18,10
533.11,12,7
403.61,11,46
474.43,12,13
1044.63,13,13
353.09,12,11
2374.15,16,28
830.96,18,0
949.67,16,8
2374.15,12,15
1248.46,18,6
712.25,10,47
617.28,12,9
949.67,16,9
608.93,14,13
558.5,12,10
759.73,16,34
427.35,11,49
1358.02,14,29
740.74,16,6
1358.02,18,8
830.96,12,24
1946.82,16,11
713.51,12,20
1661.92,16,15
237.42,12,13
724.12,16,10
506.49,15,4
379.87,5,46
498.58,0,49
142.45,12,2
522.32,7,27
546.06,15,7
569.8,6,42
830.96,16,18
1543.21,18,26
1661.92,16,15
949.67,12,13
293.94,12,27
92.59,12,0
1115.86,12,11
759.73,16,7
759.73,16,12
949.67,12,9
712.25,12,7
854.7,14,34
427.35,12,4
246.91,12,0
1234.57,14,25
308.64,12,2
641.03,11,47
617.28,12,20
474.83,8,49
406.96,14,11
688.51,12,17
1172.84,12,3
282.92,12,11
201.8,13,12
759.73,12,13
1329.53,12,39
1353.28,16,17
830.96,17,14
1020.89,11,42
427.35,12,16
427.35,12,2
617.28,11,39
522.32,12,40
1424.5,16,19
546.06,12,17
403.61,8,29
902.18,16,13
578.7,14,26
515.62,12,8
712.25,13,27
830.96,12,17
678.28,18,28
325.31,14,0
95.8,12,0
1187.08,14,44
890.31,12,19
593.54,12,30
683.76,11,8
1923.08,13,34
997.27,12,13
807.22,12,38
652.9,12,20
308.64,12,19
2374.15,18,11
1115.86,16,8
1899.34,14,30
949.67,12,15
1320.99,16,18
427.35,13,2
830.96,12,17
874.49,12,21
440.92,18,36
1044.63,16,14
332.38,12,2
320.99,12,6
735.99,14,17
451.09,12,12
98.77,8,40
593.54,14,15
641.03,16,16
370.37,18,3
203.7,13,4
266.67,14,2
759.73,12,42
997.15,18,4
1068.38,18,6
522.32,16,4
282.92,7,21
679.01,3,49
2374.15,12,15
830.96,16,7
830.96,16,7
284.9,11,28
522.32,12,5
949.67,16,13
1277.3,15,30
379.87,12,3
189.93,12,1
320.99,15,4
569.8,8,24
997.15,18,22
173.31,13,0
902.18,9,40
854.7,17,8
807.22,18,17
403.61,8,25
617.28,12,26
518.52,10,19
338.9,8,12
308.64,11,3
614.04,12,37
246.91,14,-1
316.16,12,20
525.35,12,12
830.96,12,18
474.83,12,17
522.32,12,44
486.48,14,20
641.03,8,18
1425.74,18,15
909.88,8,37
537.99,16,2
835.19,15,0
593.54,18,14
878.44,16,35
878.44,16,27
308.64,12,9
237.42,12,6
403.61,15,16
261.16,10,27
1672.64,16,17
129.63,8,47
474.83,9,37
474.83,16,5
593.54,12,3
1210.83,18,29
1187.08,15,31
617.28,10,44
185.19,4,22
401.23,12,14
949.67,14,38
793.65,16,18
1139.6,12,24
830.96,12,23
237.42,16,43
676.64,12,37
356.13,9,50
902.18,16,22
509.93,12,24
652.9,18,31
237.42,12,33
1187.08,16,4
987.65,12,33
841.75,16,1
123.46,16,1
498.58,12,12
688.51,16,6
1305.79,16,6
783.48,9,43
474.83,16,3
474.83,2,27
830.96,13,9
783.48,13,17
1187.08,16,8
474.83,12,10
1946.82,18,30
1661.92,18,2
213.68,10,5
1187.08,18,17
2588.61,18,15
1020.89,13,42
807.22,14,31
205.6,8,41
593.54,18,9
189.93,2,42
617.28,12,17
356.13,18,8
434.16,8,39
308.64,5,29
569.8,12,44
1543.21,17,41
246.91,12,7
451.09,13,20
2469.11,18,22
481.48,10,28
440.57,12,1
1424.5,6,54
830.96,15,9
474.83,11,39
332.38,7,34
522.32,12,6
522.32,12,25
474.83,12,6
493.83,15,8
830.96,13,33
284.9,12,16
593.54,12,12
267.49,16,3
878.44,16,12
881.83,16,43
759.73,12,22
949.67,12,37
356.13,11,42
1089.74,16,8
664.77,14,7
759.73,12,30
332.38,16,1
200.62,14,-1
1153.34,12,44
712.25,12,33
712.25,13,44
546.06,12,9
878.44,18,17
830.96,14,14
522.32,11,36
759.73,18,7
854.7,15,29
759.73,12,6
949.67,14,27
1661.92,12,22
432.1,8,34
261.16,10,41
830.96,12,27
356.13,12,2
997.15,10,43
759.73,12,8
735.99,16,14
2374.15,18,14
246.91,16,10
474.83,14,24
431.79,12,13
498.58,12,13
370.37,10,30
308.64,11,23
593.54,12,10
569.8,13,18
498.58,12,19
973.41,14,38
740.74,16,11
1196.58,14,40
765.43,12,10
902.18,12,38
1092.12,12,21
555.56,13,5
1068.38,14,34
189.93,15,-1
403.61,12,10
712.25,16,4
643,16,3
830.96,18,1
1187.08,18,13
1543.21,12,27
635.99,12,45
830.96,12,11
712.25,16,4
840.38,12,44
488.13,17,3
949.67,16,6
593.54,11,12
415.48,6,51
854.7,12,45
593.54,16,2
593.54,16,35
740.74,10,44
458.55,16,9
468.11,5,20
1234.57,14,9
712.25,18,13
864.2,16,14
802.47,16,11
204.94,10,14
259.26,9,7
493.83,12,39
534.19,15,6
2255.46,18,42
379.87,12,27
296.77,12,23
759.73,16,18
246.91,9,19
546.06,6,47
757.36,12,43
712.25,12,8
830.96,12,34
427.35,15,9
830.96,18,5
522.32,12,31
94.97,12,35
271.6,9,37
635.8,13,2
370.37,15,11
593.54,12,31
641.03,10,48
474.83,12,29
308.64,12,5
1198.43,12,24
807.22,10,47
997.15,14,38
878.44,14,26
474.83,10,20
712.25,12,36
546.06,12,10
213.68,12,9
261.16,13,9
237.42,12,4
477.21,12,30
1187.08,16,31
332.38,12,27
308.64,8,19
320.51,11,15
284.9,12,25
498.58,12,15
284.9,8,10
474.83,16,36
427.35,12,12
225.13,11,7
712.25,11,8
854.7,16,9
1234.57,16,18
688.51,12,31
277.78,12,1
712.25,12,13
522.32,11,26
474.83,11,9
250.47,6,48
290.17,14,2
329.22,12,1
2374.15,12,27
261.62,13,-1
771.6,12,31
456.79,13,-1
617.28,14,17
709.88,12,40
1139.6,16,32
1187.08,18,17
1044.63,10,19
451.09,12,26
712.25,12,43
802.47,12,24
640.08,16,15
593.54,16,7
925.93,12,32
284.9,12,23
712.25,18,32
593.54,14,5
593.54,12,28
370.37,12,5
778.73,10,17
534.19,14,2
1187.08,18,6
385.8,12,9
712.25,16,6
664.77,15,2
593.54,14,28
370.37,6,41
814.62,12,5
1258.31,18,6
617.28,16,8
735.99,14,19
273.03,7,29
427.35,11,15
519.47,18,34
427.35,16,0
593.54,12,11
949.67,12,26
1187.08,18,4
1780.63,18,35
134.19,7,25
379.87,5,50
947.46,14,9
593.54,7,35
745.01,11,39
878.44,12,37
154.32,12,26
178.06,8,21
2184.24,15,22
446.34,14,24
949.67,9,24
2374.15,12,19
522.32,12,15
726.22,16,3
830.96,14,28
712.25,14,29
949.67,16,6
469.14,12,19
759.73,12,19
474.83,12,6
664.77,15,15
830.96,11,36
593.54,12,8
997.15,13,25
593.54,14,18
1068.38,18,13
700.38,12,24
1400.76,12,35
666.67,14,11
712.25,14,27
830.96,18,29
642.66,18,18
1187.08,16,27
1234.57,12,41
437.24,12,12
332.38,12,29
574.55,13,18
593.54,8,26
460.35,12,11
949.67,12,37
356.13,8,42
569.8,12,19
474.83,16,17
949.67,5,55
2374.15,13,26
954.67,12,41
1661.92,14,24
246.91,14,1
2374.15,12,25
522.32,16,8
189.93,16,10
134.68,14,2
569.8,18,13
712.25,15,21
1222.7,17,33
379.87,17,4
277.78,11,2
403.61,12,9
379.87,12,20
237.42,11,6
237.42,16,4
342.94,16,8
356.13,12,6
617.28,12,24
949.67,16,31
474.83,12,12
356.13,8,7
1157.41,14,9
902.18,12,16
1068.38,12,30
740.74,14,0
356.13,15,0
213.68,11,15
1246.44,16,5
521.26,12,27
830.96,12,37
712.25,12,37
439.22,12,22
830.96,15,11
522.32,12,7
427.35,12,16
356.13,12,30
379.87,16,4
830.96,15,18
864.2,14,24
641.03,18,11
354.94,14,13
631.53,16,5
712.25,14,22
493.83,14,1
949.67,16,16
351.38,6,30
641.03,12,32
356.13,7,38
626.78,16,30
1187.08,18,20
99.72,12,13
234.14,9,19
344.25,6,36
308.64,8,28
251.95,10,15
712.25,18,7
1716.52,17,17
735.99,16,35
298.15,16,11
712.25,14,14
712.25,18,7
310.22,16,11
224.47,9,43
170.94,18,21
427.35,15,27
379.87,16,5
451.09,12,37
415.48,12,7
474.83,12,25
451.09,9,38
642.48,12,29
629.01,12,5
393.95,12,47
556.74,10,20
5144.03,0,18
522.32,12,33
356.13,12,6
513.6,12,9
246.91,11,4
538.14,12,43
1068.38,16,42
691.36,12,17
261.16,8,19
356.13,12,31
973.41,18,12
593.54,14,9
735.99,8,36
830.96,16,0
427.35,12,9
379.87,12,17
522.32,12,10
588.79,18,11
427.35,5,53
783.48,14,19
902.18,12,36
612.35,6,37
617.28,12,8
925.93,16,48
1899.34,18,12
474.83,18,6
617.28,12,12
1115.86,18,7
641.03,14,14
242.17,10,34
123.46,12,17
356.13,9,31
270.66,3,55
534.19,15,9
830.96,12,25
1899.34,10,6
1234.57,17,7
329.22,14,-2
548.7,11,40
2041.79,18,41
1305.79,18,19
1284.96,16,15
1092.12,16,7
1424.5,14,21
356.13,12,21
432.1,9,39
493.83,12,30
379.87,6,33
498.58,12,22
501.54,12,9
925.93,9,41
308.64,13,8
760.45,13,26
1020.89,12,22
546.06,12,2
830.96,16,23
403.61,10,36
1377.02,16,1
256.41,11,1
339.51,12,10
125.98,9,31
735.99,14,10
459.24,11,27
1044.63,12,37
1543.21,16,21
712.25,14,7
759.73,12,40
320.51,12,36
474.83,12,36
878.44,14,24
498.58,12,24
854.7,18,6
1187.08,10,38
474.83,12,42
807.22,12,18
356.13,7,24
1661.92,16,23
451.09,12,43
617.28,16,10
1424.5,16,21
830.96,18,26
1579.1,18,23
262.35,13,0
987.65,18,5
508.35,10,47
189.93,10,17
574.22,16,22
1424.5,18,18
925.93,18,17
569.8,12,11
370.37,11,5
284.9,4,51
261.16,8,34
165.43,12,1
451.09,14,8
759.73,12,27
925.93,18,3
712.25,12,15
275.96,8,39
474.83,12,8
356.13,8,31
284.9,9,17
451.09,11,25
356.13,0,46
830.96,16,15
593.54,13,34
534.19,12,29
284.9,9,24
271.6,8,45
593.54,11,35
593.54,12,11
1068.38,14,20
427.35,14,2
522.32,12,40
432.1,12,34
474.83,18,34
1440.33,13,2
329.22,13,7
534.19,14,9
641.03,16,33
427.35,14,1
1187.08,16,32
356.13,18,21
949.67,16,15
1115.86,16,13
680.6,12,44
440.92,11,48
735.99,18,40
1399.18,12,30
339.51,12,10
712.25,10,25
333.57,13,14
688.51,16,14
652.9,12,25
1139.6,12,36
902.18,16,19
474.83,15,6
949.67,12,52
334.88,5,43
712.25,16,33
1187.08,16,26
712.25,16,7
379.87,12,11
664.77,14,7
949.67,12,38
427.35,12,5
208.26,12,25
455.84,12,13
498.58,8,31
261.16,10,32
261.16,12,6
427.35,12,36
296.3,8,32
354.32,4,47
135.8,12,2
257.2,16,9
1424.5,18,18
949.67,16,11
830.96,17,6
830.96,16,17
546.06,18,16
2136.75,18,23
807.22,7,39
676.64,14,5
299.15,10,42
546.06,15,12
451.09,14,11
949.67,13,19
712.25,12,43
1305.79,18,13
166.19,13,5
997.15,12,10
688.51,15,9
557.93,12,6
807.22,17,17
356.13,16,9
277.78,10,23
688.51,14,10
830.96,12,34
283.95,15,16
166.19,12,13
118.71,12,12
185.19,12,5
664.77,7,26
830.96,11,30
283.95,14,2
415.48,6,28
641.03,16,7
488.08,16,11
474.83,12,44
617.28,9,33
902.18,12,20
1714.68,16,22
878.44,12,15
117.52,16,24
332.38,12,38
759.73,12,44
1685.66,16,18
330.69,10,8
1024.66,6,28
569.8,10,30
474.83,11,31
197.53,12,2
712.25,15,9
1234.57,18,16
89.79,14,-1
977.37,18,25
522.32,13,4
284.9,8,34
830.96,12,7
474.83,8,45
332.38,12,25
401.95,8,18
546.06,12,18
344.25,12,5
432.1,12,24
111.11,12,11
712.25,15,17
759.73,12,10
411.52,16,4
1234.57,12,29
691.36,13,12
783.48,16,6
498.58,12,5
617.28,12,29
522.32,12,6
438.96,16,8
925.93,14,38
2136.75,14,36
1020.89,12,40
949.67,18,33
370.37,16,7
783.48,12,30
617.28,16,18
830.96,10,35
987.65,12,3
2136.75,18,13
92.59,14,0
688.51,12,11
213.68,12,27
477.21,11,44
257.2,12,6
712.25,9,47
474.83,12,45
415.48,12,45
474.83,12,8
593.54,10,11
664.77,16,9
830.96,16,35
552.31,9,20
451.09,12,5
878.44,14,22
427.35,12,6
368,18,6
370.37,15,1
332.38,11,8
593.54,12,40
402.58,6,15
925.93,17,9
593.54,8,29
712.25,11,46
759.73,11,25
830.96,12,45
1044.63,12,18
474.83,11,18
474.83,12,19
493.83,12,48
332.38,12,24
830.96,12,40
641.03,12,43
427.35,12,30
332.38,7,44
403.61,11,13
593.54,12,40
451.09,12,25
178.06,9,13
878.44,14,17
740.74,13,26
308.64,14,1
546.06,12,25
292.02,9,19
404.02,12,23
878.44,12,40
118.71,13,2
347.22,12,11
427.35,18,17
830.96,12,20
284.9,15,11
403.61,7,30
1163.34,16,13
949.67,16,10
973.41,14,14
1092.12,12,15
1187.08,16,28
664.77,13,38
712.25,12,7
107,18,1
474.83,18,2
367.74,16,8
712.25,12,22
837.39,18,9
949.67,18,42
2374.15,18,18
166.19,12,6
379.87,8,45
973.41,18,14
1234.57,16,23
593.54,16,30
1777.78,18,11
2374.15,16,14
1661.92,16,9
370.37,12,22
593.54,12,22
1187.08,12,17
1234.57,18,5
609.57,12,12
830.96,14,12
1234.57,18,17
1068.38,12,21
771.6,12,6
830.96,16,16
379.87,12,9
735.99,12,46
641.03,12,40
445.85,16,1
114.86,14,-2
370.37,12,42
1590.69,9,31
591.17,12,41
339.51,15,2
1414.61,18,24
830.96,12,14
925.93,13,16
735.99,15,11
890.31,16,7
997.15,18,25
823.05,16,14
1044.63,16,35
688.51,16,17
807.22,14,18
593.54,12,36
368,16,5
1440.33,16,45
664.77,16,39
899.81,16,7
2015.62,13,3
641.03,12,41
949.67,16,35
712.25,14,6
1080.25,12,36
308.64,12,3
622.03,16,5
641.03,18,4
949.67,12,44
474.83,16,2
1187.08,12,39
261.16,14,23
427.35,12,3
427.35,12,3
474.83,11,5
691.36,13,10
1543.21,16,25
1187.08,16,34
547.14,16,14
1068.38,12,50
1187.08,16,35
830.96,12,44
1258.31,17,13
1566.95,18,29
1305.79,14,18
522.32,13,14
555.56,12,26
1068.38,18,32
345.68,16,3
370.37,14,1
1187.08,12,16
498.58,11,12
617.28,12,36
213.68,16,7
807.22,12,24
498.58,9,38
427.35,16,18
664.77,13,8
1780.63,18,16
1780.63,14,33
735.99,12,39
997.15,12,33
664.77,12,7
353.4,12,18
403.61,12,8
712.25,8,49
1424.5,16,14
356.13,12,17
1020.89,12,14
593.54,14,12
379.87,12,13
783.48,18,18
593.54,11,15
379.87,16,19
1733.14,14,13
1139.6,13,38
949.67,12,20
1424.5,12,34
1068.38,13,6
830.96,12,5
427.35,16,7
451.09,10,25
314.46,3,49
641.03,12,21
652.9,16,1
1424.5,14,32
259.26,15,-1
735.4,18,16
987.65,15,16
2374.15,16,24
1780.63,18,17
1187.08,16,12
308.64,12,5
282.92,16,3
712.25,12,22
474.83,12,33
706.2,18,3
830.96,12,36
1068.38,13,7
1234.57,18,28
273.03,12,48
332.38,12,17
1954.73,12,40
1450.62,16,17
854.7,12,45
2136.75,14,18
1728.4,14,18
432.1,18,1
593.54,14,6
474.83,12,6
1068.38,16,13
356.13,12,1
949.67,16,4
356.13,12,38
379.87,12,4
427.35,13,10
1068.38,14,46
740.74,12,8
522.32,12,4
1020.89,12,27
1970.56,18,13
712.25,12,12
1970.56,16,15
712.25,18,16
569.8,12,35
522.32,12,11
296.77,17,4
462.96,12,4
1329.53,15,10
997.15,18,18
766.86,12,13
474.83,14,5
546.06,14,3
246.91,10,3
1187.08,16,37
949.67,13,17
522.32,12,31
379.87,13,3
783.48,14,21
830.96,12,11
783.48,14,33
641.03,13,18
569.8,14,14
546.06,13,19
2065.53,18,17
322.89,13,10
759.73,16,16
356.13,16,4
973.41,14,11
881.83,12,41
576.13,12,44
1305.79,13,13
427.35,14,10
1234.57,18,20
1022.86,18,32
1044.63,14,35
159.16,12,6
2113.01,16,7
949.67,18,26
600.6,16,3
1614.43,12,40
2374.15,18,27
474.83,16,9
474.83,14,50
1768.76,16,21
123.46,13,0
1187.08,18,10
712.25,18,21
216.05,13,3
2136.75,12,51
1305.79,12,21
949.67,15,7
629.63,12,19
546.06,12,9
949.67,13,26
593.54,14,3
427.35,12,2
96.83,12,22
219.61,16,7
593.54,12,13
1092.12,18,24
1305.79,16,24
1780.63,14,23
403.61,12,12
688.51,12,23
1424.5,18,25
296.3,18,36
949.67,18,31
427.35,15,10
997.15,12,20
1009.02,18,21
1258.31,12,35
1161,18,21
1092.12,18,20
282.92,13,21
593.54,18,17
563.61,18,4
1020.89,14,28
1543.21,12,45
795.35,17,19
284.9,12,2
664.77,12,18
451.09,12,31
712.25,12,4
356.13,12,4
1068.38,16,5
361.34,16,5
1543.21,16,16
1780.63,16,18
308.64,0,30
308.64,8,24
1090.53,10,11
641.03,13,18
170.94,12,14
759.73,18,12
474.83,12,36
712.25,12,11
308.64,12,6
1111.11,12,24
1068.38,16,27
807.22,15,4
474.83,8,22
712.25,12,13
712.25,12,42
949.67,13,26
271.6,14,-1
189.93,12,0
712.25,16,15
546.06,12,20
593.54,15,5
522.32,12,6
474.83,12,20
765.43,12,40
712.25,12,24
712.25,16,10
688.51,14,7
123.46,16,1
712.25,16,13
522.32,16,9
1187.08,16,35
617.28,12,23
617.28,12,48
1020.89,17,10
949.67,18,16
783.48,12,29
807.22,14,20
1377.02,18,19
1080.25,16,31
332.38,9,24
356.13,12,10
1187.08,14,23
830.96,14,27
313.39,12,1
854.7,12,9
514.67,10,37
949.67,16,14
522.32,12,8
829.63,12,14
919.36,12,11
639.13,14,19
427.35,17,2
427.35,18,9
379.87,16,4
273.03,13,5
512.82,18,12
533,18,5
599.48,15,18
1139.6,13,44
603.04,16,2
603.04,16,5
401.12,12,21
830.96,16,10
308.64,12,13
498.58,12,10
569.8,15,15
441.31,14,12
344.53,9,46
593.54,14,11
759.73,18,11
1543.21,18,43
593.54,14,5
1661.92,12,18
427.35,12,8
101.85,13,1
759.73,12,24
246.91,10,43
150.56,12,3
362.14,12,9
427.35,12,17
1020.89,14,20
332.38,12,13
1187.08,16,30
522.32,14,4
1187.08,16,30
77.16,16,1
1068.38,16,6
1068.38,16,13
1305.79,16,20
939.35,18,12
356.13,10,43
1068.38,12,35
284.9,8,36
237.42,12,5
379.87,12,11
899.95,18,28
178.06,12,39
396.49,12,2
106.84,12,5
890.31,12,13
1187.08,14,25
182.1,17,-1
1037.27,12,28
919.99,14,21
617.28,12,27
759.73,12,25
791.64,18,20
381.22,16,12
854.7,14,11
1328.23,16,19
830.96,12,35
854.7,12,17
522.32,12,8
332.38,14,7
1039.89,17,2
1068.38,16,34
878.44,16,14
1068.38,18,6
593.54,16,12
393.83,16,0
332.38,16,12
498.58,8,32
242.17,16,4
1152.26,12,42
617.28,12,28
1424.5,18,24
246.91,16,-1
854.7,12,17
890.31,15,13
671.06,12,30
522.32,11,43
123.46,14,3
664.77,18,13
474.83,11,41
569.8,16,2
474.83,9,28
569.8,12,3
1305.79,18,17
902.18,14,5
895.06,16,4
351.38,12,14
1228.96,18,30
493.83,12,11
546.06,13,12
219.61,12,8
712.25,18,13
406.85,13,13
427.35,8,22
557.93,12,12
593.54,11,31
546.06,12,27
448.93,18,8
522.32,12,27
664.77,14,25
137.23,14,2
246.91,11,11
427.35,10,13
440.92,11,11
1139.6,16,9
759.73,12,13
474.83,5,44
1141.98,13,20
308.64,12,26
552.1,10,21
474.83,13,19
664.77,18,14
1424.5,16,27
885.92,12,17
356.13,12,9
498.58,12,30
807.22,12,15
498.58,12,15
593.54,12,10
522.32,12,13
411.52,12,18
569.8,12,20
605.41,14,7
555.56,11,45
546.06,14,20
712.25,12,27
593.54,12,24
522.32,16,12
1073.12,16,8
997.15,16,13
557.93,16,9
167.14,14,0
308.64,13,10
474.83,16,35
284.9,16,2
847.17,17,9
269.35,16,3
356.13,12,14
455.56,12,31
427.35,12,43
294.4,12,6
949.67,18,29
284.9,13,18
807.22,6,42
261.16,12,15
237.42,12,3
356.13,11,26
370.37,12,22
617.28,12,27
478.71,12,49
888.01,12,41
474.83,14,7
617.28,14,13
423.22,10,24
712.25,15,18
593.54,9,46
561.17,12,4
209.88,12,3
830.96,12,21
356.13,14,31
325.68,14,3
204.53,15,0
664.77,12,5
712.25,16,39
925.93,16,26
445.82,15,-1
1590.69,18,27
997.15,18,18
759.73,14,26
664.77,14,25
759.73,16,24
151.23,13,-1
546.06,14,12
354.66,13,14
957.38,12,13
308.64,6,51
664.77,12,21
641.03,14,17
874.49,9,47
1115.86,12,35
973.41,16,21
949.67,16,17
324.62,13,1
406.62,11,22
356.13,12,43
522.32,12,40
1068.38,17,25
807.22,14,9
783.48,16,12
783.48,18,34
237.42,14,1
427.35,11,5
213.68,13,6
593.54,18,32
835,17,13
296.77,14,18
395.06,12,15
617.28,18,4
790.12,12,5
699.43,18,17
783.48,12,31
617.28,14,3
388.89,14,-1
723.03,2,31
629.15,18,3
548.65,12,14
854.7,12,33
807.22,13,7
427.35,13,4
759.73,12,36
356.13,13,2
1041.6,16,35
331.57,12,32
1187.08,18,8
411.52,14,2
402.17,10,8
800.64,12,19
840.46,12,17
751.26,18,16
498.58,7,21
1652.42,18,23
688.51,16,4
973.41,12,25
168.61,14,0
689.96,12,28
311.14,12,2
334.21,12,1
949.67,16,13
546.06,12,30
1258.31,18,17
308.64,18,13
949.67,12,23
878.44,16,22
949.67,14,19
213.68,10,25
522.32,10,45
427.35,7,24
1353.28,13,15
684.02,12,12
712.25,16,9
878.44,18,14
669.52,12,33
356.13,12,19
1661.92,18,35
496.2,14,5
655.27,12,26
925.93,18,20
246.91,10,11
1234.57,18,7
830.96,13,18
216.05,10,4
712.25,12,31
403.61,12,5
807.22,14,37
473.88,12,8
308.64,11,14
339.51,11,7
593.54,15,13
403.61,13,6
641.03,10,46
569.8,12,10
641.03,12,9
902.18,11,41
270.66,12,5
474.83,9,38
712.25,10,29
427.35,15,3
546.06,12,40
296.77,14,7
306.27,12,30
593.54,16,10
569.8,8,38
173.31,12,2
830.96,12,36
617.28,12,34
